date,city,salesperson,customername,carmake,carmodel,caryear,saleprice,commissionrate,commisionearned
1/14/2019,Oakland,Ellie Reed,Juliana Habbin,Maserati,430,1991,10632,0.104273,1108.630536
2/16/2024,Seattle,Grace Anderson,Morganica Tivolier,Volvo,V70,2004,24845,0.056433,1402.077885
9/30/2018,Kansas City,Thomas Hernandez,Fletch Chaffey,Subaru,Legacy,2009,13199,0.07514,991.77286
9/12/2024,Jacksonville,Lucy Lewis,Richie Jobbings,Cadillac,Catera,1998,30127,0.058804,1771.588108
9/27/2020,New Orleans,Hannah Anderson,Cathee Salle,Honda,Prelude,1998,21943,0.070862,1554.924866
1/26/2021,Colorado Springs,Julian Cooper,Hayley Thaw,Subaru,Brat,1987,15182,0.094779,1438.934778
4/1/2020,Omaha,Julian Morgan,Edie Duerdin,BMW,8 Series,1993,40758,0.069364,2827.137912
12/23/2020,Kansas City,Aurora Reed,Mateo Jobke,Suzuki,Daewoo Lacetti,2005,16341,0.108292,1769.599572
10/18/2019,Denver,Levi Richardson,Nerita Sinisbury,BMW,525,2002,30364,0.131617,3996.418588
12/15/2021,Atlanta,Ellie Gonzalez,Lida Andrioletti,Lexus,RX,2012,48494,0.128625,6237.54075
2/17/2019,New York,Lily Bailey,Van Burness,Chevrolet,Monte Carlo,2007,49897,0.104027,5190.635219
4/1/2021,Las Vegas,Layla Ramirez,Kermy Puttick,Mercury,Mariner,2008,20954,0.08344,1748.40176
4/2/2021,Milwaukee,Ellie Torres,Jakie Nolte,Suzuki,Aerio,2005,29706,0.06986,2075.26116
11/22/2019,Nashville,Sebastian Flores,Alida Feehery,Pontiac,Grand Am,1988,42005,0.107267,4505.750335
11/27/2019,Minneapolis,Joseph Thomas,Gisele O'Cullinane,GMC,Envoy XUV,2005,46974,0.075782,3559.783668
3/10/2025,Tucson,Alexander White,Lorettalorna Moylan,Plymouth,Acclaim,1993,20311,0.079043,1605.442373
1/29/2022,Chicago,Charlotte Garcia,Carlie Attle,GMC,Canyon,2009,19447,0.069237,1346.451939
7/26/2019,San Francisco,Grace Sanchez,Sky Brandham,Mercedes-Benz,600SEL,1993,23638,0.141255,3338.98569
12/6/2019,Indianapolis,Ethan Harris,Milli Karet,Chevrolet,Suburban,2008,19090,0.125478,2395.37502
8/24/2018,Houston,Anthony Hill,Madeline O'Flannery,Audi,riolet,1995,46432,0.122445,5685.36624
3/27/2024,Arlington,Evelyn Perez,Kay Clemencet,Ford,Probe,1994,15849,0.128795,2041.271955
4/3/2023,Washington,Ellie Reed,Fionna Britee,Toyota,T100,1995,49821,0.118044,5881.070124
10/27/2022,Arlington,Sebastian King,Melania Kitchingman,Acura,TL,1998,40546,0.115681,4690.401826
1/16/2025,Washington,Benjamin Adams,Freemon Dolohunty,Pontiac,Firebird,2000,40637,0.080258,3261.444346
7/17/2018,New Orleans,Lily Barnes,Wally Ghilks,Subaru,Legacy,1997,38943,0.14994,5839.11342
12/30/2022,Houston,Nora Price,Loreen Kirrage,Volvo,XC70,2012,47529,0.078913,3750.655977
3/8/2024,Chicago,Matthew Taylor,Rachele Dank,Pontiac,GTO,1966,42575,0.114525,4875.901875
11/4/2022,San Francisco,Caleb Price,Anselma Rushford,Mitsubishi,Lancer Evolution,2003,37253,0.078984,2942.390952
5/25/2018,Virginia Beach,Benjamin Ramirez,Laetitia Lees,Mazda,MX-5,2007,48102,0.080222,3858.838644
8/10/2019,San Diego,David Wright,Barnard Jeacock,Mercedes-Benz,GLK-Class,2011,46967,0.105062,4934.446954
2/13/2019,Milwaukee,Olivia Johnson,Carmella O'Cahsedy,Dodge,Durango,2004,13321,0.132078,1759.411038
11/27/2020,San Antonio,Layla Patterson,Lilyan Block,Saturn,S-Series,1998,12974,0.14591,1893.03634
12/5/2024,Columbus,Sophia Hall,Alica Heino,Buick,Reatta,1989,30990,0.086419,2678.12481
9/13/2020,Tulsa,Evelyn Bailey,Tremayne Coners,Mercedes-Benz,300E,1993,17690,0.06873,1215.8337
10/15/2018,San Francisco,Abigail Thomas,Gardner Brandassi,Lincoln,Town Car,1989,24076,0.145097,3493.355372
2/24/2019,Arlington,Aria Torres,Mikol Abdon,Dodge,Magnum,2006,17020,0.100257,1706.37414
3/21/2021,Detroit,Ellie Reed,Christoper Akroyd,Kia,Carens,2008,12366,0.071204,880.508664
9/27/2018,Chicago,Victoria Bailey,Sena Duncan,Honda,Prelude,1997,30242,0.11279,3410.99518
4/11/2023,Omaha,David Perez,Gaelan Newbatt,Honda,Accord,1997,45249,0.127094,5750.876406
8/14/2020,New York,Aurora Cooper,Ardys Vitet,Chevrolet,Aveo,2011,29813,0.141207,4209.804291
4/26/2019,Denver,Benjamin Adams,Dene Kett,Alfa Romeo,164,1995,18386,0.122881,2259.290066
1/11/2022,Oakland,Zoey Wright,Christal Gatheridge,GMC,Savana,2007,18677,0.139344,2602.527888
5/8/2022,Seattle,Henry Patterson,Arliene Stivey,Hummer,H1,1995,27639,0.132951,3674.632689
10/9/2022,Oakland,Mia Wilson,Gerry Ascraft,Pontiac,GTO,1965,46291,0.074708,3458.308028
1/8/2024,Virginia Beach,Stella Campbell,Cary Litt,Chevrolet,Silverado 3500,2002,45707,0.052764,2411.684148
7/27/2018,New York,Jacob Barnes,Francisca Dami,Acura,RL,2012,12704,0.052356,665.130624
6/26/2019,Mesa,Michael Taylor,Neron Caswill,Chrysler,Concorde,2001,36947,0.142717,5272.964999
3/23/2019,Tulsa,Victoria Taylor,Jehu Wauchope,Audi,A4,2000,24971,0.115336,2880.055256
5/9/2020,Columbus,Benjamin Torres,Sadye Kleinsinger,Land Rover,Discovery,2001,22048,0.094652,2086.887296
1/18/2019,Phoenix,Ava Garcia,Harland Germon,Dodge,Ram 2500 Club,1996,13884,0.059021,819.447564
2/7/2019,Raleigh,David Perez,Cash Jeal,Mitsubishi,Truck,1991,42696,0.072047,3076.118712
3/17/2025,Oklahoma City,Abigail Price,Sandor Goley,Ford,Crown Victoria,1994,20812,0.058997,1227.845564
4/6/2023,Baltimore,Daniel Jackson,Cristi Maynell,BMW,X3,2009,43205,0.143103,6182.765115
9/11/2024,New Orleans,Natalie Cox,Hasty Beals,GMC,Rally Wagon G2500,1995,30268,0.093856,2840.833408
2/21/2025,Charlotte,David Young,Rozanne Cod,Nissan,Sentra,1998,43740,0.124876,5462.07624
11/22/2018,Baltimore,Carter Rivera,Cacilie Le Sarr,Mercury,Villager,1997,11958,0.07536,901.15488
10/14/2019,Louisville,Hannah Anderson,Celine Jahner,Dodge,Grand Caravan,1997,11870,0.138635,1645.59745
11/20/2024,San Jose,Jacob Nelson,Ross Napoleon,Mercury,Mountaineer,2002,13624,0.132304,1802.509696
2/14/2019,Detroit,Benjamin Smith,Tallulah Goldwater,Toyota,Camry Hybrid,2007,22397,0.096218,2154.994546
10/16/2020,Las Vegas,Caleb Price,Hugh Esbrook,Lexus,LX,2010,11677,0.091644,1070.126988
1/29/2019,Louisville,Scarlett Nguyen,Zenia Aburrow,Mercury,Mystique,1995,18896,0.104603,1976.578288
3/22/2024,Fort Worth,Benjamin Torres,Gerti Furmston,Lexus,RX,2006,41154,0.147959,6089.104686
3/18/2022,Seattle,Stella Reed,Leonerd Barnwell,Mercedes-Benz,E-Class,1996,45784,0.086461,3958.530424
12/16/2018,San Jose,Scarlett Nguyen,Celeste Grigolon,Toyota,Corolla,1995,29433,0.091673,2698.211409
11/14/2018,Washington,Chloe Williams,Aurel Geraud,Buick,LeSabre,1997,16591,0.103298,1713.817118
2/7/2022,Boston,Layla Thomas,Stephie Barlas,Ford,Mustang,1967,37447,0.069749,2611.890803
4/12/2023,Omaha,Samuel Nelson,Gael Codron,Ford,F-Series Super Duty,2012,22799,0.065207,1486.654393
8/16/2021,Chicago,Ava Garcia,Crin Kerby,Chevrolet,Corvette,1999,21822,0.118892,2594.461224
10/1/2018,San Diego,Penelope Anderson,Lukas Gilchrist,Jaguar,XJ Series,1997,18713,0.079083,1479.880179
3/2/2020,Las Vegas,Ellie Diaz,Dre Tomaini,Infiniti,G,2002,36656,0.074752,2740.109312
3/23/2024,San Francisco,Jacob Lee,Abdel Garlinge,Subaru,Impreza,1994,33634,0.121494,4086.329196
8/7/2021,Sacramento,Isaac Kelly,Kirk Biggin,Jeep,Compass,2009,17976,0.1482,2664.0432
9/6/2024,Fresno,Lily Barnes,Hailee Eschalotte,Mazda,Mazdaspeed6,2006,43542,0.081229,3536.873118
10/13/2018,Chicago,Victoria Taylor,Laverna Binfield,Plymouth,Voyager,2000,39480,0.119898,4733.57304
12/9/2019,Philadelphia,Chloe Hall,Diane-marie Jerrim,Lincoln,Town Car,2005,49894,0.119864,5980.494416
8/29/2021,Arlington,Olivia Johnson,Flemming Bewshire,Volkswagen,Jetta,2001,38183,0.099024,3781.033392
12/11/2020,Milwaukee,Olivia Price,Randa O'Caine,Lexus,ES,1989,20744,0.123451,2560.867544
9/10/2022,Denver,David Young,Roz Kinahan,Audi,S5,2011,30934,0.105612,3267.001608
8/13/2019,Seattle,Nora Ward,Andriana Lewcock,Buick,Regal,1986,31138,0.132536,4126.905968
5/4/2022,Philadelphia,Emma Harris,Dud Josh,GMC,Sierra 3500,2003,30263,0.070759,2141.379617
9/22/2021,Arlington,Liam Gonzalez,Fernande Micklewright,Mercedes-Benz,300D,1992,31605,0.077762,2457.66801
1/26/2020,Tucson,Victoria Bailey,Tuckie De la Zenne,Toyota,Solara,2003,48652,0.090604,4408.065808
8/8/2020,El Paso,Lucy Cooper,Ebenezer Elloy,GMC,1500 Club Coupe,1993,32213,0.067336,2169.094568
5/19/2021,San Antonio,Samuel Nelson,Ban Challace,Mercedes-Benz,E-Class,1988,11335,0.14788,1676.2198
6/14/2024,Dallas,Layla Patterson,Gregg Brunetti,Volkswagen,R32,2004,28743,0.09296,2671.94928
1/18/2023,Miami,Mia Moore,Carita Cammis,Toyota,Solara,2008,33258,0.131579,4376.054382
9/27/2022,Long Beach,Natalie Cox,Ruperto Baszkiewicz,Suzuki,Equator,2011,22406,0.097942,2194.488452
6/30/2024,Oklahoma City,Abigail Jones,Bevan Gentzsch,BMW,745,2005,48371,0.089943,4350.632853
11/19/2019,Tucson,Julian Morgan,Renato Chastel,Ford,Econoline E150,1999,36869,0.063788,2351.799772
3/18/2021,New York,Henry Sanchez,Lexis Ferrandez,Chevrolet,APV,1993,40395,0.050105,2023.991475
11/23/2023,Miami,Natalie Harris,Bax Earwicker,Chrysler,300M,1999,26808,0.126564,3392.927712
12/15/2021,Indianapolis,Abigail Brown,Rivi Okie,Land Rover,Discovery,2010,18198,0.060305,1097.43039
7/5/2023,Boston,Sebastian Anderson,Tynan Scarman,Buick,Enclave,2009,18089,0.133962,2423.238618
12/25/2021,Charlotte,Zoey Torres,Orazio Stronghill,Nissan,Quest,1995,31059,0.127685,3965.768415
6/16/2018,Louisville,Lucy Lewis,Agnesse Camerana,Nissan,NX,1993,24166,0.090846,2195.384436
4/26/2024,Memphis,Charlotte Thomas,Licha Quest,Honda,Insight,2002,46748,0.072073,3369.268604
7/1/2019,New Orleans,Sebastian King,Elene Bayliss,Subaru,XT,1987,39583,0.108815,4307.224145
11/30/2021,Colorado Springs,Benjamin Ramirez,Amaleta McKiddin,Cadillac,Escalade,2004,31586,0.116482,3679.200452
1/5/2024,Mesa,Aurora Young,Kristian Teasdale-Markie,Mercedes-Benz,E-Class,2008,32962,0.105584,3480.259808
10/8/2021,San Antonio,Lily Allen,Finley Bleakley,Mitsubishi,Diamante,1998,49377,0.121092,5979.159684
10/5/2019,Denver,Lucy Cooper,Bart Skentelbery,Volvo,C30,2013,19018,0.069337,1318.651066
10/4/2023,Nashville,Benjamin Young,Dorrie Dunkley,Ford,F350,2005,15735,0.075319,1185.144465
5/17/2020,Indianapolis,Samuel Nelson,Georgette Merveille,Acura,Legend,1994,26610,0.148135,3941.87235
5/5/2020,New York,Zoey Young,Panchito Pynner,Isuzu,Space,1994,34395,0.099925,3436.920375
4/10/2019,Oakland,Aria Torres,Orran McAvey,Ford,Mustang,1969,42782,0.075639,3235.987698
12/13/2018,San Diego,Emma Brown,Lem Mulbery,Mercedes-Benz,S-Class,2008,49452,0.072578,3589.127256
4/8/2025,Atlanta,Sophia Hall,Wes Paslow,Mitsubishi,Outlander Sport,2012,32066,0.061579,1974.592214
2/14/2023,Washington,Matthew Taylor,Faythe Paolicchi,Acura,TL,2007,32877,0.060893,2001.979161
11/24/2024,Fort Worth,Benjamin Sanchez,Isaac Bimrose,Dodge,Caravan,2011,21093,0.060674,1279.796682
7/23/2024,Tampa,Natalie Long,Jolee Roddie,Hyundai,Veracruz,2008,15636,0.128667,2011.837212
9/17/2022,Las Vegas,Abigail Price,Camella Rankin,Lexus,SC,2008,12729,0.100454,1278.678966
6/6/2022,Philadelphia,Layla Ramirez,Benni Kingcote,Isuzu,Rodeo,1996,49267,0.061966,3052.878922
12/6/2018,San Antonio,Anthony Hill,Kary Sherme,Lexus,CT,2012,25131,0.089453,2248.043343
5/28/2023,Mesa,Anthony Hill,Flore Geibel,GMC,Yukon XL 1500,2002,32713,0.102885,3365.677005
1/6/2020,Nashville,Sophia Hall,Jodi Scarce,GMC,1500 Club Coupe,1993,20832,0.119478,2488.965696
12/5/2023,New York,Hannah Hill,Mickie Casson,Jeep,Grand Cherokee,2007,39522,0.116486,4603.759692
3/12/2023,San Diego,Jacob Nelson,Dallon Giacomozzo,Hyundai,Sonata,2005,49640,0.127587,6333.41868
5/17/2018,Seattle,Sebastian Anderson,Donni Fishbourne,Volvo,XC90,2007,29948,0.080943,2424.080964
10/25/2018,Fresno,Victoria Bailey,Bartlett Worters,Mitsubishi,Mirage,2001,43493,0.068775,2991.231075
4/9/2021,Philadelphia,Matthew Cooper,Irita Gartin,Jeep,Cherokee,1999,23925,0.145731,3486.614175
1/8/2024,Long Beach,Alexander Thompson,Simone Gilchrist,Pontiac,Grand Prix,1980,29172,0.095183,2776.678476
10/6/2022,Indianapolis,Julian Cooper,Des Hallaways,Chevrolet,Suburban,2006,19869,0.111438,2214.161622
9/7/2018,Memphis,Sophia Rodriguez,Tab Rollinson,Land Rover,LR4,2011,12021,0.144789,1740.508569
8/11/2022,Boston,Lily Nelson,Niki Kimm,Volkswagen,Cabriolet,1991,43997,0.126771,5577.543687
5/3/2018,New Orleans,Alexander Nguyen,Angela Harsum,Dodge,D350 Club,1992,22642,0.14356,3250.48552
6/12/2021,Kansas City,Thomas Bailey,Taffy Charlot,Mazda,RX-7,1991,37853,0.096028,3634.947884
11/1/2018,Tulsa,Samuel Adams,Jordan Plascott,Mazda,MX-3,1993,10381,0.133383,1384.648923
10/31/2021,Oklahoma City,Liam Davis,Stevena Vida,Land Rover,Range Rover,2012,10360,0.120767,1251.14612
1/11/2025,San Francisco,Thomas Ward,Orelie Jedraszczyk,Volvo,S40,2010,36699,0.127865,4692.517635
12/28/2019,Phoenix,Amelia Gonzalez,Jennette Danev,Chevrolet,S10,1997,35608,0.140162,4990.888496
10/16/2022,Minneapolis,Amelia Cooper,Orelia Elesander,Mazda,MX-5,2010,49112,0.105828,5197.424736
5/27/2019,El Paso,Lily Bailey,Lottie Warlaw,Infiniti,I,1999,47480,0.144597,6865.46556
2/9/2023,Denver,Charlotte Thomas,Dredi Goodreid,Volvo,V90,1998,43991,0.094474,4156.005734
1/26/2025,Mesa,Natalie Harris,Moreen Attwill,Chevrolet,Tracker,1998,39570,0.071282,2820.62874
6/3/2021,El Paso,Ella Sanchez,Phylys Padden,Cadillac,Seville,1998,47833,0.067108,3209.976964
12/23/2021,Milwaukee,Harper Sanchez,Hasheem Heugle,Buick,Regal,2002,28349,0.064473,1827.745077
2/7/2020,Portland,Abigail Price,Kimmy Bendix,Infiniti,EX,2012,41079,0.138845,5703.613755
9/21/2022,Fort Worth,Gabriel King,Coralyn McGowing,GMC,1500 Club Coupe,1995,21456,0.052888,1134.764928
9/8/2021,Los Angeles,David Young,Arabella Boys,Porsche,911,1988,29098,0.052859,1538.091182
6/2/2024,Mesa,Zoey Wright,Paquito Saiger,Chevrolet,G-Series G10,1995,43206,0.057073,2465.896038
11/18/2024,Charlotte,Penelope Cox,Ingamar Lohan,Land Rover,Discovery,2002,24870,0.135623,3372.94401
3/5/2025,Charlotte,Ellie Davis,Brandy Satterley,Ford,Fusion,2011,33441,0.079022,2642.574702
5/13/2019,San Diego,Layla Gonzalez,Tomasine Britee,Chevrolet,Blazer,2004,16671,0.131439,2191.219569
5/7/2021,Las Vegas,Lily Bailey,Tris Clayworth,Chevrolet,Lumina APV,1992,19902,0.088367,1758.680034
11/1/2024,Louisville,Stella Campbell,Marguerite Moscone,Chevrolet,Suburban 1500,2012,47312,0.135769,6423.502928
1/11/2020,Phoenix,Abigail Brown,Francisca Balser,Suzuki,Daewoo Lacetti,2008,34191,0.112146,3834.383886
3/18/2019,Memphis,Joseph Campbell,Luciana O'Kieran,Dodge,Ram Van B250,1994,10910,0.085184,929.35744
2/8/2023,Colorado Springs,Thomas Hernandez,Boyce Prujean,Maserati,GranSport,2005,37522,0.141543,5310.976446
2/11/2022,Chicago,Thomas Hernandez,Terri-jo Erswell,Lexus,ES,2004,28488,0.083083,2366.868504
4/14/2022,Miami,Emma Clark,Eugen Haydney,Cadillac,Brougham,1992,26465,0.052684,1394.28206
10/9/2021,San Francisco,Jacob Nelson,Lyndsey Durkin,Mercedes-Benz,500E,1993,27481,0.117215,3221.185415
4/1/2023,Tampa,David Williams,Isahella Dalby,Scion,xD,2010,46432,0.101729,4723.480928
11/23/2018,Charlotte,David Thompson,Maighdiln Durnan,Oldsmobile,Cutlass Supreme,1996,40673,0.124753,5074.078769
1/1/2019,San Diego,Victoria Taylor,Bo Lawton,Ford,Escort ZX2,2003,47604,0.127477,6068.415108
11/16/2018,Colorado Springs,Olivia Price,Jaimie Drioli,Chevrolet,Beretta,1992,13404,0.145779,1954.021716
4/22/2022,Denver,Olivia Johnson,Lisbeth Trusdale,Mercury,Lynx,1986,49977,0.094381,4716.879237
4/6/2024,Los Angeles,David Brown,Bessie Grane,Suzuki,Samurai,1993,23422,0.055382,1297.157204
10/12/2023,Fort Worth,Anthony Hill,Antony Minot,Ford,Mustang,1964,41681,0.119993,5001.428233
4/10/2021,Philadelphia,Hannah Anderson,Doug Tearny,Dodge,Viper,2005,11907,0.076143,906.634701
12/11/2024,Austin,Benjamin Sanchez,Delbert MacCoveney,GMC,Canyon,2004,39299,0.07015,2756.82485
11/29/2022,Washington,Julian Morgan,Laura Glawsop,Dodge,Caravan,1997,25232,0.06064,1530.06848
5/29/2018,Omaha,Scarlett Johnson,Junina Toghill,Mercury,Cougar,1999,25591,0.128212,3281.073292
7/19/2024,Baltimore,Caleb Perez,Ema Rountree,Chrysler,Town & Country,1997,35540,0.143459,5098.53286
12/1/2022,Austin,Stella Reed,Kacey Fearnyough,Rolls-Royce,Phantom,2010,12876,0.138816,1787.394816
8/26/2024,Miami,Hannah Hill,Betti Dutton,Saturn,S-Series,1992,26854,0.112862,3030.796148
6/20/2020,Kansas City,Alexander White,Maison Chastelain,Pontiac,Bonneville,1993,36105,0.108952,3933.71196
8/29/2018,Raleigh,Anthony Ramirez,Norris McKeady,Plymouth,Colt,1992,35925,0.092869,3336.318825
4/9/2020,Seattle,Lily Barnes,Lowrance Jacklin,Dodge,Challenger,2011,11610,0.114061,1324.24821
7/9/2021,San Francisco,Daniel Jackson,Violetta MacSherry,Toyota,Venza,2011,21673,0.147256,3191.479288
6/29/2018,Charlotte,Abigail Price,Corly Lapere,Mitsubishi,Challenger,2004,12865,0.073608,946.96692
6/16/2020,Detroit,Emma Brown,Charin Cardozo,Volkswagen,Type 2,1986,34816,0.117901,4104.841216
7/30/2020,Seattle,Michael Brown,Mac Ivanchikov,Toyota,Avalon,2010,49680,0.086104,4277.64672
6/23/2023,Washington,Zoey Young,Francklyn Lamartine,Buick,Century,1993,33115,0.060241,1994.880715
8/6/2024,Tampa,Grace Lewis,Denys Polkinhorn,Dodge,Ram Wagon B350,1993,48766,0.086811,4233.425226
9/27/2023,Philadelphia,Benjamin Ramirez,Ofella Craigmyle,Ford,Fairlane,1965,28562,0.064444,1840.649528
11/7/2019,Mesa,Joseph Thomas,Zedekiah Rodolphe,Nissan,Frontier,2004,13122,0.056259,738.230598
6/12/2021,San Francisco,Matthew Taylor,Hamil Wiggington,GMC,Vandura 3500,1993,21448,0.133702,2867.640496
2/5/2021,Jacksonville,Elijah Allen,Derk Cabel,Lamborghini,Gallardo,2008,48969,0.06723,3292.18587
10/10/2024,San Francisco,Jacob Davis,Lyndsie Taplin,Saturn,VUE,2008,11312,0.086274,975.931488
5/14/2024,Charlotte,Amelia Gonzalez,Charita Spellecy,Volvo,S60,2002,18273,0.14348,2621.81004
9/29/2018,Denver,Henry Patterson,Jude Sabben,Mercedes-Benz,S-Class,1996,19750,0.052302,1032.9645
12/28/2020,Virginia Beach,Caleb Brown,Rochelle Bricham,Alfa Romeo,Spider,1992,46554,0.067323,3134.154942
10/1/2019,Nashville,Elijah Martinez,Hurleigh Hasty,Mazda,626,1992,19890,0.080543,1602.00027
9/13/2019,Sacramento,Penelope White,Jemmy Beltzner,Toyota,Sequoia,2008,40210,0.142139,5715.40919
10/19/2024,Phoenix,Jacob Davis,Alick Mowles,BMW,6 Series,2005,48630,0.112161,5454.38943
7/30/2023,Nashville,Lucy Lewis,Salvidor Tranmer,Buick,Century,2005,14786,0.109022,1611.999292
12/26/2021,Albuquerque,Thomas Bailey,Verna Dybell,Volkswagen,Golf,2011,18076,0.051818,936.662168
12/4/2019,Portland,Benjamin Adams,Casey Siebart,MINI,Cooper,2009,36503,0.135246,4936.884738
8/8/2023,New York,Caleb Brown,Bibby Neasham,Kia,Rio,2010,25609,0.117819,3017.226771
5/25/2021,Milwaukee,Lily Bailey,Mathias Bagge,Chevrolet,Express 2500,1996,48298,0.050716,2449.481368
9/20/2022,Miami,Ella Sanchez,Matelda Eastgate,Chrysler,Crossfire,2008,13777,0.050372,693.975044
11/25/2022,Houston,David Brown,Kath Peregrine,Land Rover,Discovery,2004,13457,0.125085,1683.268845
11/4/2021,Dallas,Elijah Clark,Vivia Neem,Nissan,Titan,2012,21526,0.073453,1581.149278
5/27/2018,Boston,Matthew Taylor,Arther Vaney,Porsche,Boxster,2007,23384,0.067435,1576.90004
8/27/2019,El Paso,Evelyn Perez,Adan Tesoe,Jaguar,S-Type,2000,47864,0.111628,5342.962592
8/28/2022,Houston,Layla Young,Van Strevens,Ford,E-Series,1995,29023,0.105418,3059.546614
12/8/2018,New Orleans,Lily Allen,Dorthy Paffett,Toyota,Land Cruiser,2006,39265,0.080175,3148.071375
9/1/2018,Washington,Chloe Williams,Ezmeralda Trinder,Mercury,Monterey,2006,25821,0.141984,3666.168864
3/22/2025,Charlotte,Victoria Bailey,Reynard Roycroft,Ford,Fiesta,2011,15629,0.134135,2096.395915
7/15/2020,Sacramento,Aurora Cooper,Letta Pache,Saab,900,1992,28295,0.074858,2118.10711
5/2/2020,Fort Worth,Benjamin Sanchez,Helene Raylton,Ford,Focus ST,2013,47412,0.133273,6318.739476
7/15/2018,San Antonio,Anthony Campbell,Patsy Carbery,Hyundai,Sonata,1995,15912,0.080017,1273.230504
4/21/2022,New York,Isabella Lopez,Ashlie Whelpton,Ford,Focus,2012,15029,0.066952,1006.221608
11/2/2020,Oklahoma City,Sophia Hall,Barbara Mathon,GMC,Envoy,2003,23790,0.097056,2308.96224
6/29/2020,Seattle,Natalie Cox,Kalli Peachman,Chevrolet,Silverado 3500,2012,49326,0.05676,2799.74376
8/15/2022,Colorado Springs,Matthew Taylor,Sandy Causton,Mercedes-Benz,S-Class,2007,47875,0.051336,2457.711
4/27/2021,Omaha,Thomas Ward,Guthry Mattheeuw,Nissan,Frontier,2008,29046,0.105713,3070.539798
2/18/2020,Raleigh,Emma Brown,Donielle Alton,Honda,Civic,2000,12117,0.059914,725.977938
9/21/2022,New Orleans,Alexander Kelly,Igor Lamble,Cadillac,CTS-V,2012,39473,0.132922,5246.830106
12/9/2020,Milwaukee,Daniel Sanchez,Emili Woolard,Chrysler,Sebring,1998,39964,0.127513,5095.929532
9/2/2022,Portland,Benjamin Ramirez,Brendan Tabart,Chevrolet,3500,1993,12789,0.070915,906.931935
7/28/2021,Dallas,Benjamin Smith,Charity Whiteway,GMC,Savana 2500,2010,11689,0.077066,900.824474
1/27/2024,Dallas,Layla Patterson,Maude Baulk,BMW,Z8,2003,14979,0.078474,1175.462046
3/10/2024,Memphis,Natalie Cox,Farra Matyukon,Ford,Taurus,2013,18768,0.083692,1570.731456
3/14/2025,El Paso,Nora Price,Suzie Echelle,Subaru,Loyale,1992,27826,0.13041,3628.78866
1/8/2024,Minneapolis,Layla Thomas,Kally Semerad,Mercedes-Benz,CLK-Class,2003,49211,0.068909,3391.080799
6/29/2023,Charlotte,Michael Gonzalez,Derron Sorensen,Chevrolet,Silverado 3500,2007,48806,0.074224,3622.576544
5/13/2020,Seattle,Charlotte Garcia,Rutger Mogg,Nissan,JUKE,2012,21167,0.091608,1939.066536
7/23/2024,Tampa,Michael Taylor,Beilul Brevetor,Chrysler,Crossfire Roadster,2006,20383,0.076533,1559.972139
7/1/2021,Sacramento,Julian Cooper,Erv Dymond,Pontiac,Grand Prix,1992,19388,0.134801,2613.521788
9/4/2023,Houston,Jacob Nelson,Drusy Sergant,Pontiac,Firebird,2001,25364,0.100723,2554.738172
5/2/2018,Louisville,Thomas Diaz,Florri Haliburton,Mitsubishi,Montero,2006,10262,0.096894,994.326228
6/14/2021,Portland,Scarlett Ramirez,Montague Eilles,BMW,330,2006,30678,0.148664,4560.714192
3/18/2021,Phoenix,Michael Jones,Diane-marie Hurrell,Honda,Odyssey,2008,35794,0.1259,4506.4646
4/11/2025,El Paso,Caleb Perez,Raynor Shoebridge,Toyota,Paseo,1994,49326,0.131841,6503.189166
10/4/2022,Phoenix,Scarlett Ramirez,Tad Beastall,Subaru,XT,1988,35760,0.112593,4026.32568
10/13/2020,San Diego,Chloe Hill,Eduardo Theis,BMW,X3,2011,49870,0.082478,4113.17786
10/23/2023,Albuquerque,Liam Gonzalez,Devon Whelband,Dodge,Ram 3500 Club,1995,22355,0.102855,2299.323525
3/10/2025,Columbus,Grace Sanchez,Gabrila Lansdown,Kia,Sedona,2006,47548,0.111667,5309.542516
12/1/2024,Indianapolis,Michael Jones,Chuck Dugald,Toyota,RAV4,2008,29001,0.097117,2816.490117
9/13/2024,New Orleans,Jackson Martinez,Joella Pietz,Chevrolet,Blazer,2001,45104,0.115743,5220.472272
4/4/2019,Long Beach,John Scott,Daren Gaveltone,Buick,LeSabre,1987,42919,0.120531,5173.069989
3/28/2023,New Orleans,Victoria Brooks,Fianna Lanbertoni,Subaru,Alcyone SVX,1995,12177,0.078156,951.705612
9/21/2020,Albuquerque,Julian Morgan,Maximilianus Wenham,Lexus,LS,1994,26634,0.086075,2292.52155
4/24/2019,Nashville,Grace Anderson,Travers Klessmann,Mazda,B-Series,1987,24376,0.065358,1593.166608
10/14/2019,Colorado Springs,Zoey Wright,Odele Nehl,Ford,Explorer,1994,46991,0.091639,4306.208249
4/24/2018,Virginia Beach,Elijah Allen,Jewel Jedrysik,Jeep,Cherokee,2001,39936,0.085283,3405.861888
2/9/2020,Boston,Chloe Williams,Carmencita Goad,Cadillac,STS-V,2009,49289,0.064692,3188.603988
12/6/2022,Virginia Beach,Lucy Brown,Fredric Bonin,Hyundai,Accent,2003,19624,0.113619,2229.659256
2/4/2024,Omaha,Samuel Adams,Ezmeralda Rawe,Acura,RL,2008,45117,0.099353,4482.509301
8/1/2022,Philadelphia,Julian Cooper,Alfredo Paolicchi,Volvo,V70,2001,10390,0.147629,1533.86531
